in_channels,out_channels,kernel_size,stride,groups,hw
512,512,1,1,1,14
512,128,1,1,1,14
128,512,1,1,1,14
576,576,3,1,9,28
576,576,3,2,9,28
576,576,1,1,1,28
576,144,1,1,1,28
144,576,1,1,1,28
576,576,3,1,9,14
576,576,3,2,9,14
576,576,1,1,1,14
576,144,1,1,1,14
144,576,1,1,1,14
640,640,3,1,10,28
640,640,3,2,10,28
640,640,1,1,1,28
640,160,1,1,1,28
160,640,1,1,1,28
640,640,3,1,10,14
640,640,3,2,10,14
640,640,1,1,1,14
640,160,1,1,1,14
160,640,1,1,1,14
704,704,3,1,11,28
704,704,3,2,11,28
704,704,1,1,1,28
704,176,1,1,1,28
176,704,1,1,1,28
704,704,3,1,11,14
704,704,3,2,11,14
704,704,1,1,1,14
704,176,1,1,1,14
176,704,1,1,1,14
768,768,3,1,12,28
768,768,3,2,12,28
768,768,1,1,1,28
768,192,1,1,1,28
192,768,1,1,1,28
768,768,3,1,12,14
768,768,3,2,12,14
768,768,1,1,1,14
768,192,1,1,1,14
192,768,1,1,1,14
832,832,3,1,13,28
832,832,3,2,13,28
832,832,1,1,1,28
832,208,1,1,1,28
208,832,1,1,1,28
832,832,3,1,13,14
832,832,3,2,13,14
832,832,1,1,1,14
832,208,1,1,1,14
208,832,1,1,1,14
896,896,3,1,14,28
896,896,3,2,14,28
896,896,1,1,1,28
896,224,1,1,1,28
224,896,1,1,1,28
896,896,3,1,14,14
896,896,3,2,14,14
896,896,1,1,1,14
896,224,1,1,1,14
224,896,1,1,1,14
960,960,3,1,15,28
960,960,3,2,15,28
960,960,1,1,1,28
960,240,1,1,1,28
240,960,1,1,1,28
960,960,3,1,15,14
960,960,3,2,15,14
960,960,1,1,1,14
960,240,1,1,1,14
240,960,1,1,1,14
1024,1024,3,1,16,28
1024,1024,3,2,16,28
1024,1024,1,1,1,28
1024,256,1,1,1,28
256,1024,1,1,1,28
1024,1024,3,1,16,14
1024,1024,3,2,16,14
1024,1024,1,1,1,14
1024,256,1,1,1,14
256,1024,1,1,1,14
512,512,3,1,8,14
512,512,3,2,8,14
512,512,1,1,1,14
512,128,1,1,1,14
128,512,1,1,1,14
512,512,3,1,8,7
512,512,3,2,8,7
512,512,1,1,1,7
512,128,1,1,1,7
128,512,1,1,1,7
576,576,3,1,9,14
576,576,3,2,9,14
576,576,1,1,1,14
576,144,1,1,1,14
144,576,1,1,1,14
576,576,3,1,9,7
576,576,3,2,9,7
576,576,1,1,1,7
576,144,1,1,1,7
144,576,1,1,1,7
640,640,3,1,10,14
640,640,3,2,10,14
640,640,1,1,1,14
640,160,1,1,1,14
160,640,1,1,1,14
640,640,3,1,10,7
640,640,3,2,10,7
640,640,1,1,1,7
640,160,1,1,1,7
160,640,1,1,1,7
704,704,3,1,11,14
704,704,3,2,11,14
704,704,1,1,1,14
704,176,1,1,1,14
176,704,1,1,1,14
704,704,3,1,11,7
704,704,3,2,11,7
704,704,1,1,1,7
704,176,1,1,1,7
176,704,1,1,1,7
768,768,3,1,12,14
768,768,3,2,12,14
768,768,1,1,1,14
768,192,1,1,1,14
192,768,1,1,1,14
768,768,3,1,12,7
768,768,3,2,12,7
768,768,1,1,1,7
768,192,1,1,1,7
192,768,1,1,1,7
832,832,3,1,13,14
832,832,3,2,13,14
832,832,1,1,1,14
832,208,1,1,1,14
208,832,1,1,1,14
832,832,3,1,13,7
832,832,3,2,13,7
832,832,1,1,1,7
832,208,1,1,1,7
208,832,1,1,1,7
896,896,3,1,14,14
896,896,3,2,14,14
896,896,1,1,1,14
896,224,1,1,1,14
224,896,1,1,1,14
896,896,3,1,14,7
896,896,3,2,14,7
896,896,1,1,1,7
896,224,1,1,1,7
224,896,1,1,1,7
960,960,3,1,15,14
960,960,3,2,15,14
960,960,1,1,1,14
960,240,1,1,1,14
240,960,1,1,1,14
960,960,3,1,15,7
960,960,3,2,15,7
960,960,1,1,1,7
960,240,1,1,1,7
240,960,1,1,1,7
1024,1024,3,1,16,14
1024,1024,3,2,16,14
1024,1024,1,1,1,14
1024,256,1,1,1,14
256,1024,1,1,1,14
1024,1024,3,1,16,7
1024,1024,3,2,16,7
1024,1024,1,1,1,7
1024,256,1,1,1,7
256,1024,1,1,1,7
1088,1088,3,1,17,14
1088,1088,3,2,17,14
1088,1088,1,1,1,14
1088,272,1,1,1,14
272,1088,1,1,1,14
1088,1088,3,1,17,7
1088,1088,3,2,17,7
1088,1088,1,1,1,7
1088,272,1,1,1,7
272,1088,1,1,1,7
1152,1152,3,1,18,14
1152,1152,3,2,18,14
1152,1152,1,1,1,14
1152,288,1,1,1,14
288,1152,1,1,1,14
1152,1152,3,1,18,7
1152,1152,3,2,18,7
1152,1152,1,1,1,7
1152,288,1,1,1,7
288,1152,1,1,1,7
1216,1216,3,1,19,14
1216,1216,3,2,19,14
1216,1216,1,1,1,14
1216,304,1,1,1,14
304,1216,1,1,1,14
1216,1216,3,1,19,7
1216,1216,3,2,19,7
1216,1216,1,1,1,7
1216,304,1,1,1,7
304,1216,1,1,1,7
1280,1280,3,1,20,14
1280,1280,3,2,20,14
1280,1280,1,1,1,14
1280,320,1,1,1,14
320,1280,1,1,1,14
1280,1280,3,1,20,7
1280,1280,3,2,20,7
1280,1280,1,1,1,7
1280,320,1,1,1,7
320,1280,1,1,1,7
1344,1344,3,1,21,14
1344,1344,3,2,21,14
1344,1344,1,1,1,14
1344,336,1,1,1,14
336,1344,1,1,1,14
1344,1344,3,1,21,7
1344,1344,3,2,21,7
1344,1344,1,1,1,7
1344,336,1,1,1,7
336,1344,1,1,1,7
1408,1408,3,1,22,14
1408,1408,3,2,22,14
1408,1408,1,1,1,14
1408,352,1,1,1,14
352,1408,1,1,1,14
1408,1408,3,1,22,7
1408,1408,3,2,22,7
1408,1408,1,1,1,7
1408,352,1,1,1,7
352,1408,1,1,1,7
1472,1472,3,1,23,14
1472,1472,3,2,23,14
1472,1472,1,1,1,14
1472,368,1,1,1,14
368,1472,1,1,1,14
1472,1472,3,1,23,7
1472,1472,3,2,23,7
1472,1472,1,1,1,7
1472,368,1,1,1,7
368,1472,1,1,1,7
1536,1536,3,1,24,14
1536,1536,3,2,24,14
1536,1536,1,1,1,14
1536,384,1,1,1,14
384,1536,1,1,1,14
1536,1536,3,1,24,7
1536,1536,3,2,24,7
1536,1536,1,1,1,7
1536,384,1,1,1,7
384,1536,1,1,1,7
1600,1600,3,1,25,14
1600,1600,3,2,25,14
1600,1600,1,1,1,14
1600,400,1,1,1,14
400,1600,1,1,1,14
1600,1600,3,1,25,7
1600,1600,3,2,25,7
1600,1600,1,1,1,7
1600,400,1,1,1,7
400,1600,1,1,1,7
1664,1664,3,1,26,14
1664,1664,3,2,26,14
1664,1664,1,1,1,14
1664,416,1,1,1,14
416,1664,1,1,1,14
1664,1664,3,1,26,7
1664,1664,3,2,26,7
1664,1664,1,1,1,7
1664,416,1,1,1,7
416,1664,1,1,1,7
1728,1728,3,1,27,14
1728,1728,3,2,27,14
1728,1728,1,1,1,14
1728,432,1,1,1,14
432,1728,1,1,1,14
1728,1728,3,1,27,7
1728,1728,3,2,27,7
1728,1728,1,1,1,7
1728,432,1,1,1,7
432,1728,1,1,1,7
1792,1792,3,1,28,14
1792,1792,3,2,28,14
1792,1792,1,1,1,14
1792,448,1,1,1,14
448,1792,1,1,1,14
1792,1792,3,1,28,7
1792,1792,3,2,28,7
1792,1792,1,1,1,7
1792,448,1,1,1,7
448,1792,1,1,1,7
1856,1856,3,1,29,14
1856,1856,3,2,29,14
1856,1856,1,1,1,14
1856,464,1,1,1,14
464,1856,1,1,1,14
1856,1856,3,1,29,7
1856,1856,3,2,29,7
1856,1856,1,1,1,7
1856,464,1,1,1,7
464,1856,1,1,1,7
1920,1920,3,1,30,14
1920,1920,3,2,30,14
1920,1920,1,1,1,14
1920,480,1,1,1,14
480,1920,1,1,1,14
1920,1920,3,1,30,7
1920,1920,3,2,30,7
1920,1920,1,1,1,7
1920,480,1,1,1,7
480,1920,1,1,1,7
1984,1984,3,1,31,14
1984,1984,3,2,31,14
1984,1984,1,1,1,14
1984,496,1,1,1,14
496,1984,1,1,1,14
1984,1984,3,1,31,7
1984,1984,3,2,31,7
1984,1984,1,1,1,7
1984,496,1,1,1,7
496,1984,1,1,1,7
2048,2048,3,1,32,14
2048,2048,3,2,32,14
2048,2048,1,1,1,14
2048,512,1,1,1,14
512,2048,1,1,1,14
2048,2048,3,1,32,7
2048,2048,3,2,32,7
2048,2048,1,1,1,7
2048,512,1,1,1,7
512,2048,1,1,1,7
2112,2112,3,1,33,14
2112,2112,3,2,33,14
2112,2112,1,1,1,14
2112,528,1,1,1,14
528,2112,1,1,1,14
2112,2112,3,1,33,7
2112,2112,3,2,33,7
2112,2112,1,1,1,7
2112,528,1,1,1,7
528,2112,1,1,1,7
2176,2176,3,1,34,14
2176,2176,3,2,34,14
2176,2176,1,1,1,14
2176,544,1,1,1,14
544,2176,1,1,1,14
2176,2176,3,1,34,7
2176,2176,3,2,34,7
2176,2176,1,1,1,7
2176,544,1,1,1,7
544,2176,1,1,1,7
2240,2240,3,1,35,14
2240,2240,3,2,35,14
2240,2240,1,1,1,14
2240,560,1,1,1,14
560,2240,1,1,1,14
2240,2240,3,1,35,7
2240,2240,3,2,35,7
2240,2240,1,1,1,7
2240,560,1,1,1,7
560,2240,1,1,1,7
2304,2304,3,1,36,14
2304,2304,3,2,36,14
2304,2304,1,1,1,14
2304,576,1,1,1,14
576,2304,1,1,1,14
2304,2304,3,1,36,7
2304,2304,3,2,36,7
2304,2304,1,1,1,7
2304,576,1,1,1,7
576,2304,1,1,1,7
2368,2368,3,1,37,14
2368,2368,3,2,37,14
2368,2368,1,1,1,14
2368,592,1,1,1,14
592,2368,1,1,1,14
2368,2368,3,1,37,7
2368,2368,3,2,37,7
2368,2368,1,1,1,7
2368,592,1,1,1,7
592,2368,1,1,1,7
2432,2432,3,1,38,14
2432,2432,3,2,38,14
2432,2432,1,1,1,14
2432,608,1,1,1,14
608,2432,1,1,1,14
2432,2432,3,1,38,7
2432,2432,3,2,38,7
2432,2432,1,1,1,7
2432,608,1,1,1,7
608,2432,1,1,1,7
2496,2496,3,1,39,14
2496,2496,3,2,39,14
2496,2496,1,1,1,14
2496,624,1,1,1,14
624,2496,1,1,1,14
2496,2496,3,1,39,7
2496,2496,3,2,39,7
2496,2496,1,1,1,7
2496,624,1,1,1,7
624,2496,1,1,1,7
2560,2560,3,1,40,14
2560,2560,3,2,40,14
2560,2560,1,1,1,14
2560,640,1,1,1,14
640,2560,1,1,1,14
2560,2560,3,1,40,7
2560,2560,3,2,40,7
2560,2560,1,1,1,7
2560,640,1,1,1,7
640,2560,1,1,1,7
2624,2624,3,1,41,14
2624,2624,3,2,41,14
2624,2624,1,1,1,14
2624,656,1,1,1,14
656,2624,1,1,1,14
2624,2624,3,1,41,7
2624,2624,3,2,41,7
2624,2624,1,1,1,7
2624,656,1,1,1,7
656,2624,1,1,1,7
2688,2688,3,1,42,14
2688,2688,3,2,42,14
2688,2688,1,1,1,14
2688,672,1,1,1,14
672,2688,1,1,1,14
2688,2688,3,1,42,7
2688,2688,3,2,42,7
2688,2688,1,1,1,7
2688,672,1,1,1,7
672,2688,1,1,1,7
72,72,3,1,1,112
36,72,1,1,1,112
24,72,1,1,1,112
72,72,3,2,1,112
36,72,1,2,1,112
24,72,1,2,1,112
72,72,1,1,1,112
72,18,1,1,1,112
18,72,1,1,1,112
72,72,3,1,1,56
36,72,1,1,1,56
24,72,1,1,1,56
72,72,3,2,1,56
36,72,1,2,1,56
24,72,1,2,1,56
72,72,1,1,1,56
72,18,1,1,1,56
18,72,1,1,1,56
144,144,3,1,2,112
72,144,1,1,1,112
48,144,1,1,1,112
144,144,3,2,2,112
72,144,1,2,1,112
48,144,1,2,1,112
144,144,1,1,1,112
144,36,1,1,1,112
36,144,1,1,1,112
144,144,3,1,2,56
72,144,1,1,1,56
48,144,1,1,1,56
144,144,3,2,2,56
72,144,1,2,1,56
48,144,1,2,1,56
144,144,1,1,1,56
144,36,1,1,1,56
36,144,1,1,1,56
216,216,3,1,3,112
108,216,1,1,1,112
72,216,1,1,1,112
216,216,3,2,3,112
108,216,1,2,1,112
72,216,1,2,1,112
216,216,1,1,1,112
216,54,1,1,1,112
54,216,1,1,1,112
216,216,3,1,3,56
108,216,1,1,1,56
72,216,1,1,1,56
216,216,3,2,3,56
108,216,1,2,1,56
72,216,1,2,1,56
216,216,1,1,1,56
216,54,1,1,1,56
54,216,1,1,1,56
288,288,3,1,4,112
144,288,1,1,1,112
96,288,1,1,1,112
288,288,3,2,4,112
144,288,1,2,1,112
96,288,1,2,1,112
288,288,1,1,1,112
288,72,1,1,1,112
72,288,1,1,1,112
288,288,3,1,4,56
144,288,1,1,1,56
96,288,1,1,1,56
288,288,3,2,4,56
144,288,1,2,1,56
96,288,1,2,1,56
288,288,1,1,1,56
288,72,1,1,1,56
72,288,1,1,1,56
144,144,3,1,2,56
144,144,3,2,2,56
144,144,1,1,1,56
144,36,1,1,1,56
36,144,1,1,1,56
144,144,3,1,2,28
144,144,3,2,2,28
144,144,1,1,1,28
144,36,1,1,1,28
36,144,1,1,1,28
216,216,3,1,3,56
216,216,3,2,3,56
216,216,1,1,1,56
216,54,1,1,1,56
54,216,1,1,1,56
216,216,3,1,3,28
216,216,3,2,3,28
216,216,1,1,1,28
216,54,1,1,1,28
54,216,1,1,1,28
288,288,3,1,4,56
288,288,3,2,4,56
288,288,1,1,1,56
288,72,1,1,1,56
72,288,1,1,1,56
288,288,3,1,4,28
288,288,3,2,4,28
288,288,1,1,1,28
288,72,1,1,1,28
72,288,1,1,1,28
360,360,3,1,5,56
360,360,3,2,5,56
360,360,1,1,1,56
360,90,1,1,1,56
90,360,1,1,1,56
360,360,3,1,5,28
360,360,3,2,5,28
360,360,1,1,1,28
360,90,1,1,1,28
90,360,1,1,1,28
432,432,3,1,6,56
432,432,3,2,6,56
432,432,1,1,1,56
432,108,1,1,1,56
108,432,1,1,1,56
432,432,3,1,6,28
432,432,3,2,6,28
432,432,1,1,1,28
432,108,1,1,1,28
108,432,1,1,1,28
504,504,3,1,7,56
504,504,3,2,7,56
504,504,1,1,1,56
504,126,1,1,1,56
126,504,1,1,1,56
504,504,3,1,7,28
504,504,3,2,7,28
504,504,1,1,1,28
504,126,1,1,1,28
126,504,1,1,1,28
576,576,3,1,8,56
576,576,3,2,8,56
576,576,1,1,1,56
576,144,1,1,1,56
144,576,1,1,1,56
576,576,3,1,8,28
576,576,3,2,8,28
576,576,1,1,1,28
576,144,1,1,1,28
144,576,1,1,1,28
288,288,3,1,4,28
288,288,3,2,4,28
288,288,1,1,1,28
288,72,1,1,1,28
72,288,1,1,1,28
288,288,3,1,4,14
288,288,3,2,4,14
288,288,1,1,1,14
288,72,1,1,1,14
72,288,1,1,1,14
360,360,3,1,5,28
360,360,3,2,5,28
360,360,1,1,1,28
360,90,1,1,1,28
90,360,1,1,1,28
360,360,3,1,5,14
360,360,3,2,5,14
360,360,1,1,1,14
360,90,1,1,1,14
90,360,1,1,1,14
432,432,3,1,6,28
432,432,3,2,6,28
432,432,1,1,1,28
432,108,1,1,1,28
108,432,1,1,1,28
432,432,3,1,6,14
432,432,3,2,6,14
432,432,1,1,1,14
432,108,1,1,1,14
108,432,1,1,1,14
504,504,3,1,7,28
504,504,3,2,7,28
504,504,1,1,1,28
504,126,1,1,1,28
126,504,1,1,1,28
504,504,3,1,7,14
504,504,3,2,7,14
504,504,1,1,1,14
504,126,1,1,1,14
126,504,1,1,1,14
576,576,3,1,8,28
576,576,3,2,8,28
576,576,1,1,1,28
576,144,1,1,1,28
144,576,1,1,1,28
576,576,3,1,8,14
576,576,3,2,8,14
576,576,1,1,1,14
576,144,1,1,1,14
144,576,1,1,1,14
648,648,3,1,9,28
648,648,3,2,9,28
648,648,1,1,1,28
648,162,1,1,1,28
162,648,1,1,1,28
648,648,3,1,9,14
648,648,3,2,9,14
648,648,1,1,1,14
648,162,1,1,1,14
162,648,1,1,1,14
720,720,3,1,10,28
720,720,3,2,10,28
720,720,1,1,1,28
720,180,1,1,1,28
180,720,1,1,1,28
720,720,3,1,10,14
720,720,3,2,10,14
720,720,1,1,1,14
720,180,1,1,1,14
180,720,1,1,1,14
792,792,3,1,11,28
792,792,3,2,11,28
792,792,1,1,1,28
792,198,1,1,1,28
198,792,1,1,1,28
792,792,3,1,11,14
792,792,3,2,11,14
792,792,1,1,1,14
792,198,1,1,1,14
198,792,1,1,1,14
864,864,3,1,12,28
864,864,3,2,12,28
864,864,1,1,1,28
864,216,1,1,1,28
216,864,1,1,1,28
864,864,3,1,12,14
864,864,3,2,12,14
864,864,1,1,1,14
864,216,1,1,1,14
216,864,1,1,1,14
936,936,3,1,13,28
936,936,3,2,13,28
936,936,1,1,1,28
936,234,1,1,1,28
234,936,1,1,1,28
936,936,3,1,13,14
936,936,3,2,13,14
936,936,1,1,1,14
936,234,1,1,1,14
234,936,1,1,1,14
1008,1008,3,1,14,28
1008,1008,3,2,14,28
1008,1008,1,1,1,28
1008,252,1,1,1,28
252,1008,1,1,1,28
1008,1008,3,1,14,14
1008,1008,3,2,14,14
1008,1008,1,1,1,14
1008,252,1,1,1,14
252,1008,1,1,1,14
1080,1080,3,1,15,28
1080,1080,3,2,15,28
1080,1080,1,1,1,28
1080,270,1,1,1,28
270,1080,1,1,1,28
1080,1080,3,1,15,14
1080,1080,3,2,15,14
1080,1080,1,1,1,14
1080,270,1,1,1,14
270,1080,1,1,1,14
1152,1152,3,1,16,28
1152,1152,3,2,16,28
1152,1152,1,1,1,28
1152,288,1,1,1,28
288,1152,1,1,1,28
1152,1152,3,1,16,14
1152,1152,3,2,16,14
1152,1152,1,1,1,14
1152,288,1,1,1,14
288,1152,1,1,1,14
576,576,3,1,8,14
576,576,3,2,8,14
576,576,1,1,1,14
576,144,1,1,1,14
144,576,1,1,1,14
576,576,3,1,8,7
576,576,3,2,8,7
576,576,1,1,1,7
576,144,1,1,1,7
144,576,1,1,1,7
648,648,3,1,9,14
648,648,3,2,9,14
648,648,1,1,1,14
648,162,1,1,1,14
162,648,1,1,1,14
648,648,3,1,9,7
648,648,3,2,9,7
648,648,1,1,1,7
648,162,1,1,1,7
162,648,1,1,1,7
720,720,3,1,10,14
720,720,3,2,10,14
720,720,1,1,1,14
720,180,1,1,1,14
180,720,1,1,1,14
720,720,3,1,10,7
720,720,3,2,10,7
720,720,1,1,1,7
720,180,1,1,1,7
180,720,1,1,1,7
792,792,3,1,11,14
792,792,3,2,11,14
792,792,1,1,1,14
792,198,1,1,1,14
198,792,1,1,1,14
792,792,3,1,11,7
792,792,3,2,11,7
792,792,1,1,1,7
792,198,1,1,1,7
198,792,1,1,1,7
864,864,3,1,12,14
864,864,3,2,12,14
864,864,1,1,1,14
864,216,1,1,1,14
216,864,1,1,1,14
864,864,3,1,12,7
864,864,3,2,12,7
864,864,1,1,1,7
864,216,1,1,1,7
216,864,1,1,1,7
936,936,3,1,13,14
936,936,3,2,13,14
936,936,1,1,1,14
936,234,1,1,1,14
234,936,1,1,1,14
936,936,3,1,13,7
936,936,3,2,13,7
936,936,1,1,1,7
936,234,1,1,1,7
234,936,1,1,1,7
1008,1008,3,1,14,14
1008,1008,3,2,14,14
1008,1008,1,1,1,14
1008,252,1,1,1,14
252,1008,1,1,1,14
1008,1008,3,1,14,7
1008,1008,3,2,14,7
1008,1008,1,1,1,7
1008,252,1,1,1,7
252,1008,1,1,1,7
1080,1080,3,1,15,14
1080,1080,3,2,15,14
1080,1080,1,1,1,14
1080,270,1,1,1,14
270,1080,1,1,1,14
1080,1080,3,1,15,7
1080,1080,3,2,15,7
1080,1080,1,1,1,7
1080,270,1,1,1,7
270,1080,1,1,1,7
1152,1152,3,1,16,14
1152,1152,3,2,16,14
1152,1152,1,1,1,14
1152,288,1,1,1,14
288,1152,1,1,1,14
1152,1152,3,1,16,7
1152,1152,3,2,16,7
1152,1152,1,1,1,7
1152,288,1,1,1,7
288,1152,1,1,1,7
1224,1224,3,1,17,14
1224,1224,3,2,17,14
1224,1224,1,1,1,14
1224,306,1,1,1,14
306,1224,1,1,1,14
1224,1224,3,1,17,7
1224,1224,3,2,17,7
1224,1224,1,1,1,7
1224,306,1,1,1,7
306,1224,1,1,1,7
1296,1296,3,1,18,14
1296,1296,3,2,18,14
1296,1296,1,1,1,14
1296,324,1,1,1,14
324,1296,1,1,1,14
1296,1296,3,1,18,7
1296,1296,3,2,18,7
1296,1296,1,1,1,7
1296,324,1,1,1,7
324,1296,1,1,1,7
1368,1368,3,1,19,14
1368,1368,3,2,19,14
1368,1368,1,1,1,14
1368,342,1,1,1,14
342,1368,1,1,1,14
1368,1368,3,1,19,7
1368,1368,3,2,19,7
1368,1368,1,1,1,7
1368,342,1,1,1,7
342,1368,1,1,1,7
1440,1440,3,1,20,14
1440,1440,3,2,20,14
1440,1440,1,1,1,14
1440,360,1,1,1,14
360,1440,1,1,1,14
1440,1440,3,1,20,7
1440,1440,3,2,20,7
1440,1440,1,1,1,7
1440,360,1,1,1,7
360,1440,1,1,1,7
1512,1512,3,1,21,14
1512,1512,3,2,21,14
1512,1512,1,1,1,14
1512,378,1,1,1,14
378,1512,1,1,1,14
1512,1512,3,1,21,7
1512,1512,3,2,21,7
1512,1512,1,1,1,7
1512,378,1,1,1,7
378,1512,1,1,1,7
1584,1584,3,1,22,14
1584,1584,3,2,22,14
1584,1584,1,1,1,14
1584,396,1,1,1,14
396,1584,1,1,1,14
1584,1584,3,1,22,7
1584,1584,3,2,22,7
1584,1584,1,1,1,7
1584,396,1,1,1,7
396,1584,1,1,1,7
1656,1656,3,1,23,14
1656,1656,3,2,23,14
1656,1656,1,1,1,14
1656,414,1,1,1,14
414,1656,1,1,1,14
1656,1656,3,1,23,7
1656,1656,3,2,23,7
1656,1656,1,1,1,7
1656,414,1,1,1,7
414,1656,1,1,1,7
1728,1728,3,1,24,14
1728,1728,3,2,24,14
1728,1728,1,1,1,14
1728,432,1,1,1,14
432,1728,1,1,1,14
1728,1728,3,1,24,7
1728,1728,3,2,24,7
1728,1728,1,1,1,7
1728,432,1,1,1,7
432,1728,1,1,1,7
1800,1800,3,1,25,14
1800,1800,3,2,25,14
1800,1800,1,1,1,14
1800,450,1,1,1,14
450,1800,1,1,1,14
1800,1800,3,1,25,7
1800,1800,3,2,25,7
1800,1800,1,1,1,7
1800,450,1,1,1,7
450,1800,1,1,1,7
1872,1872,3,1,26,14
1872,1872,3,2,26,14
1872,1872,1,1,1,14
1872,468,1,1,1,14
468,1872,1,1,1,14
1872,1872,3,1,26,7
1872,1872,3,2,26,7
1872,1872,1,1,1,7
1872,468,1,1,1,7
468,1872,1,1,1,7
1944,1944,3,1,27,14
1944,1944,3,2,27,14
1944,1944,1,1,1,14
1944,486,1,1,1,14
486,1944,1,1,1,14
1944,1944,3,1,27,7
1944,1944,3,2,27,7
1944,1944,1,1,1,7
1944,486,1,1,1,7
486,1944,1,1,1,7
2016,2016,3,1,28,14
2016,2016,3,2,28,14
2016,2016,1,1,1,14
2016,504,1,1,1,14
504,2016,1,1,1,14
2016,2016,3,1,28,7
2016,2016,3,2,28,7
2016,2016,1,1,1,7
2016,504,1,1,1,7
504,2016,1,1,1,7
2088,2088,3,1,29,14
2088,2088,3,2,29,14
2088,2088,1,1,1,14
2088,522,1,1,1,14
522,2088,1,1,1,14
2088,2088,3,1,29,7
2088,2088,3,2,29,7
2088,2088,1,1,1,7
2088,522,1,1,1,7
522,2088,1,1,1,7
2160,2160,3,1,30,14
2160,2160,3,2,30,14
2160,2160,1,1,1,14
2160,540,1,1,1,14
540,2160,1,1,1,14
2160,2160,3,1,30,7
2160,2160,3,2,30,7
2160,2160,1,1,1,7
2160,540,1,1,1,7
540,2160,1,1,1,7
2232,2232,3,1,31,14
2232,2232,3,2,31,14
2232,2232,1,1,1,14
2232,558,1,1,1,14
558,2232,1,1,1,14
2232,2232,3,1,31,7
2232,2232,3,2,31,7
2232,2232,1,1,1,7
2232,558,1,1,1,7
558,2232,1,1,1,7
2304,2304,3,1,32,14
2304,2304,3,2,32,14
2304,2304,1,1,1,14
2304,576,1,1,1,14
576,2304,1,1,1,14
2304,2304,3,1,32,7
2304,2304,3,2,32,7
2304,2304,1,1,1,7
2304,576,1,1,1,7
576,2304,1,1,1,7
2376,2376,3,1,33,14
2376,2376,3,2,33,14
2376,2376,1,1,1,14
2376,594,1,1,1,14
594,2376,1,1,1,14
2376,2376,3,1,33,7
2376,2376,3,2,33,7
2376,2376,1,1,1,7
2376,594,1,1,1,7
594,2376,1,1,1,7
2448,2448,3,1,34,14
2448,2448,3,2,34,14
2448,2448,1,1,1,14
2448,612,1,1,1,14
612,2448,1,1,1,14
2448,2448,3,1,34,7
2448,2448,3,2,34,7
2448,2448,1,1,1,7
2448,612,1,1,1,7
612,2448,1,1,1,7
2520,2520,3,1,35,14
2520,2520,3,2,35,14
2520,2520,1,1,1,14
2520,630,1,1,1,14
630,2520,1,1,1,14
2520,2520,3,1,35,7
2520,2520,3,2,35,7
2520,2520,1,1,1,7
2520,630,1,1,1,7
630,2520,1,1,1,7
2592,2592,3,1,36,14
2592,2592,3,2,36,14
2592,2592,1,1,1,14
2592,648,1,1,1,14
648,2592,1,1,1,14
2592,2592,3,1,36,7
2592,2592,3,2,36,7
2592,2592,1,1,1,7
2592,648,1,1,1,7
648,2592,1,1,1,7
2664,2664,3,1,37,14
2664,2664,3,2,37,14
2664,2664,1,1,1,14
2664,666,1,1,1,14
666,2664,1,1,1,14
2664,2664,3,1,37,7
2664,2664,3,2,37,7
2664,2664,1,1,1,7
2664,666,1,1,1,7
666,2664,1,1,1,7
2736,2736,3,1,38,14
2736,2736,3,2,38,14
2736,2736,1,1,1,14
2736,684,1,1,1,14
684,2736,1,1,1,14
2736,2736,3,1,38,7
2736,2736,3,2,38,7
2736,2736,1,1,1,7
2736,684,1,1,1,7
684,2736,1,1,1,7
2808,2808,3,1,39,14
2808,2808,3,2,39,14
2808,2808,1,1,1,14
2808,702,1,1,1,14
702,2808,1,1,1,14
2808,2808,3,1,39,7
2808,2808,3,2,39,7
2808,2808,1,1,1,7
2808,702,1,1,1,7
702,2808,1,1,1,7
2880,2880,3,1,40,14
2880,2880,3,2,40,14
2880,2880,1,1,1,14
2880,720,1,1,1,14
720,2880,1,1,1,14
2880,2880,3,1,40,7
2880,2880,3,2,40,7
2880,2880,1,1,1,7
2880,720,1,1,1,7
720,2880,1,1,1,7
2952,2952,3,1,41,14
2952,2952,3,2,41,14
2952,2952,1,1,1,14
2952,738,1,1,1,14
738,2952,1,1,1,14
2952,2952,3,1,41,7
2952,2952,3,2,41,7
2952,2952,1,1,1,7
2952,738,1,1,1,7
738,2952,1,1,1,7
3024,3024,3,1,42,14
3024,3024,3,2,42,14
3024,3024,1,1,1,14
3024,756,1,1,1,14
756,3024,1,1,1,14
3024,3024,3,1,42,7
3024,3024,3,2,42,7
3024,3024,1,1,1,7
3024,756,1,1,1,7
756,3024,1,1,1,7
112,112,3,1,1,112
56,112,1,1,1,112
37,112,1,1,1,112
112,112,3,2,1,112
56,112,1,2,1,112
37,112,1,2,1,112
112,112,1,1,1,112
112,28,1,1,1,112
28,112,1,1,1,112
112,112,3,1,1,56
56,112,1,1,1,56
37,112,1,1,1,56
112,112,3,2,1,56
56,112,1,2,1,56
37,112,1,2,1,56
112,112,1,1,1,56
112,28,1,1,1,56
28,112,1,1,1,56
224,224,3,1,2,112
112,224,1,1,1,112
74,224,1,1,1,112
224,224,3,2,2,112
112,224,1,2,1,112
74,224,1,2,1,112
224,224,1,1,1,112
224,56,1,1,1,112
56,224,1,1,1,112
224,224,3,1,2,56
112,224,1,1,1,56
